id,"contentID","videoID","title","date","era","members","blurred","songs","location","summary",views,likes,comments
235,"ep235","5wbK_YqIb98","이달의소녀탐구 #235 (LOONA TV #235)","December 16, 2017","Yves Solo","Yves","--","D-1","MV Shoot Location","0:02 -- Yves is cold and is taking rest inside while drinking tea.\nThe MV shoot continues.",71990,3366,182
236,"ep236","oqHytLpMggg","이달의소녀탐구 #236 (LOONA TV #236)","December 18, 2017","Yves Solo","Yves, OT8 (except 2Jin)","--","You and Me Together","Yeouido","0:02 -- The girls are on the move to the next shooting site.\n0:26 -- Yves learning a golf shot (for the MV).\n0:33 -- Jo PD takes over and reports everything that is happening.",79248,3431,198
237,"ep237","PFhQt5Fixj0","이달의소녀탐구 #237 (LOONA TV #237)","December 20, 2017","Yves Solo","Choerry, ViVi, HaSeul","Chuu","Love&Live","MV Shoot Location","0:02 -- ViVi and Choerry try to get more money from the director.\n0:27 -- ViVi and HaSeul buy fried food for all the members and the staff.",75635,3699,237
238,"ep238","zLrqcbvGtuo","이달의소녀탐구 #238 (LOONA TV #238)","December 21, 2017","Yves Solo","Yves","--","new","MV Shoot Location","Yves is shooting all day long. The shoot ends for the day. She elaborates on her experience.",75207,4023,217
239,"ep239","65iFYE6kSac","이달의소녀탐구 #239 (LOONA TV #239)","December 22, 2017","Yves Solo","Yves, Long Jacket Squad","--","The Carol","MV Shoot Site #2","0:23 -- Second Day of the MV shoot. They start their day by taking selies.\n0:31 -- ViVi’s charming wink. Choerry, HaSeul, Kim Lip imitate her.\n0:50 -- Choerry and HaSeul dub.",77867,3744,219
240,"ep240","i1h6obU-p5U","이달의소녀탐구 #240 (LOONA TV #240)","December 23, 2017","Yves Solo","","--","new","","Yves’s solo dance scene shoot.\n0:30 -- KimSeul provide her a status report. The conclude with “We are Girls)\n0:50 -- The trio click a picture (HaSeul has to stand on her toes ㅋㅋㅋ)",73490,3533,203
241,"ep241","-VBnc7QXWxY","이달의소녀탐구 #241 (LOONA TV #241)","December 26, 2017","Yves Solo","Yves, Choerry, Kim Lip, HaSeul","--","ADD","","Yves throws as apple. \n0:35 -- Lippie tries to catch an apple but fails. Makes a meme face. She manages to save the apple.",85895,4563,252
242,"ep242","vTbpNF1t1Gg","이달의소녀탐구 #242 (LOONA TV #242)","December 27, 2017","Yves Solo","Yves, Choerry, Kim Lip","Go Won (speculated, behind Lip, 0:51)","new","Bowling Alley","Yves’s MV Shoot’s Third Site is under construction (the bowling alley)\n0:10 -- Yves explains her name.\n0:30 -- LipRry show off the glitters on their face.\n0:52 -- Lip smashes her face into the lens.",82397,4033,327
243,"ep243","WMmu9DrYMJo","이달의소녀탐구 #243 (LOONA TV #243)","December 29, 2017","Yves Solo","Choerry. Kim Lip, ViVi, HaSeul","Go Won (Holding Choerry’s hand, 0:32)","Sweet Crazy Love","Bowling Alley","All play with their dolls that are inside the claw machine.\n0:33 -- ViVi and Choerry ride roller skates.\n0:38 -- HaSeul talks about the menu. Lippe joins her.",83403,4021,480
244,"ep244","0Yh4BGcuAxc","이달의소녀탐구 #244 (LOONA TV #244)","December 30, 2017","Yves Solo","Yves, ViVi","--","new","Bowling Alley","0:28 -- MV shoot ends. Yves proceeds to tell how she felt about the experience.",93026,5168,252
