id,"contentID","videoID","title","date","era","members","blurred","songs","location","summary",views,likes,comments
275,"ep275","mLpvyINaHew","이달의소녀탐구 #275 (LOONA TV #275)","February 13, 2018","Go Won Solo","Go Won, Chuu, Yves","--","One & Only","One & Only Shooting Site","0:01 -- Yves PD!\n0:13 -- Yves takes audience to Go Won’s prep room and shows her dress. She also has her own transition.\n0:26 -- Go Won: “I’m 170cm right now~” (with heels). - Yves: ”Chuu, stand next to her!” - Chuu: “No~!!” (our short but cute queen)\n0:33 -- Go Won repeatedly says that she is nervous.\n0:42 -- “Chuu PD!” “Chuu PD!” (Yves mentions that Chuu should’ve said Yves PD!)\n0:55 -- Yves (looking at Go Won dancing): She is bouncing like Kong kong! Kong Won!”",85005,4430,292
276,"ep276","RdKpvaU-x3Y","이달의소녀탐구 #276 (LOONA TV #276)","February 14, 2018","Go Won Solo","Go Won, Chuu, Yves, ViVi","--","One & Only","One & Only Shooting Site","0:02 -- Chuu brings her face into the camera. “Pyong!” (Hello, Chuu!) followed with a chuckle.\n0:06 -- Start talking about the stone marble from Go Won’s MV. (And start talking at the same time.)\n0:17 -- Go Won dances on the marble floor. (She looks so perfect!).\n0:45 -- Go Won mentions that there is a technical issue and Chuu hugs Go Won. \n0:58 -- ViVi praises this ship.",82092,4368,279
277,"ep277","-ItD1QZj9kI","이달의소녀탐구 #277 (LOOΠΔ TV #277)","February 15, 2018","Go Won Solo","Chuu, Yves","--","-- ","One & Only Shooting Site","0:03 -- Yves & Chuu mention that the set is like the set from Love House (Korean Drama)\n0:07 -- Yves stands under a chandelier and wears it like a crown. She then poses on a chair that she calls a throne. (Definitely a Yves pose!)\n0:17 -- Chuu does poses on the chair and Yves says click after each pose. (Both of them are such visuals.)\n0:35 -- Yves introduces Tori (a friend of HyunJin, a cat). She likes the cat but Chuu doesn’t but then calls the cat cute.\n0:49 -- Chuu makes a pose imitating a cat (Such a queen of pose!).\n0:55 -- Yves poses beside Tori and Chuu clicks a picture. (Tori looks at the camera).",79761,4304,243
278,"ep278","MvlQPL0tKgE","이달의소녀탐구 #278 (LOONA TV #278)","February 19, 2018","Go Won solo","Yves, Go Won; Chuu, ViVi (Off camera)","--","One & Only","One & Only shooting location.","Yves crowns Go Won\n0:12 -- “The crown is so fancy, beautiful and big!”\n0:33 -- Butterfly hearts\n0:35 -- Yves and Go Won make gang signs \n0:36 -- “Our harmony was perfect” “Peace!”\n0:51 -- Go Won’s “ah” is a little bit smaller than Yves’",86025,4601,275
279,"ep279","dq-x907xGGM","이달의소녀탐구 #279 (LOONA TV #279)","February 21, 2018","Go Won Solo","Go Won, Yves; Chuu, ViVi (Off camera)","--","One & Only","One & Only shooting location.","0:05 -- “Pineapple~”.\n0:21 -- Yves tries to draw attention from the other members.\n0:28 -- “Attracting Attention”.\n0:31 -- Yves describes how the fruits on the table are the representative fruits of the 3rd subunit members.\n0:42 -- Yves points at the cherries. “Hi, Choerry~”.\n0:49 -- Yves and Chuu anticipate Choerry.",81834,4415,249
280,"ep280","mqyPj7wN6_s","이달의소녀탐구 #280 (LOONA TV #280)","February 22, 2018","Go Won Solo","Go Won, Yves, Chuu, Choerry, ViVi","--","One & Only, Love Cherry Motion","One & Only Shooting location.","The girls learn all the dances!\n0:03 -- Go Won shows her “point” dance in One & Only\n0:07 -- Spoilers are meant to be short.\n0:11 -- ViVi and Yves dancing Go Won’s point choreo.\n0:14 -- Everyone tries the choreo.\n0:21 -- Choerry teaches the Love Cherry Motion choreo!\n0:31 -- “Oioioioioi~”\n0:41 -- Dance medley! Everyone tries to dance Choerry’s choreo to other people’s songs - ‘new’, ‘Heart Attack’, ‘Eclipse’ and ‘Singing in the Rain’.",82323,4834,318
281,"ep281","G_rthIsrqjE","이달의소녀탐구 #281 (LOONA TV #281)","February 26, 2018","Go Won Solo","Go Won, Yves; ViVi (Off camera)","--","One & Only,","MV Shooting Site.","0:05 -- Blonde Chaewonnie → Black Chaewonnie\n0:45 -- Go Won and Yves hug each other tightly as ViVi asks how they got so close.",76445,3871,250
282,"ep282","Ukp1teW8Jyw","이달의소녀탐구 #282 (LOONA TV #282)","February 27, 2018","Go Won Solo","Go Won, ViVi","--","One & Only,","MV Shooting Site.","0:02 -- ViVi believes that Go Won doesn’t look human with the dry ice.\n0:23 -- Staff scrubs the marble floor and Go Won explains the safety issue.\n0:54 -- She is tired.",86386,4208,282
283,"ep283","S391A59TGpg","이달의소녀탐구 #283 (LOONA TV #283)","February 28, 2018","Go Won Solo","Go Won, Yves, Chuu, Choerry","--","See Saw","MV Shooting Site.","0:18 -- Choerry teaches Go Won the “Rwaa~”. Chuu demonstrates it to her. Yves does it too.\n0:40 -- Go Won finally does a Rwa!\n0:50 -- Choerry spin rwa~. Choerry heart rwa~\n0:53 -- Chuu bounce Rwa~ then Oioi!",98559,5556,352
284,"ep284","sqlhD7iTx-g","이달의소녀탐구 #284 (LOONA TV #284)","March 3, 2018","Go Won Solo","Go Won, Yves, Chuu, ViVi","--","One & Only,","MV Shooting Site.","MV filming ends.\n0:20 -- They all thank the staff members.\nGo Won Solo Era ends!! (Just one more girl left!!)",88720,5256,290
